Word,Count,InferredValence,ValenceCategory
indifferent,2,0.284212326,2
indignant,1,0.197335057,2
inquisitive,3,0.429754903,2
insecure,4,0.275824723,2
irritated,24,0.153216875,2
irritating,1,0.12328372,2
jaded,1,0.241940963,2
jealous,2,0.187522492,2
jittery,2,0.270787841,2
languid,1,0.258074879,2
lazy,5,0.319818753,2
lethargic,1,0.246803474,2
lonely,6,0.247123626,2
loose,1,0.487524729,2
mad,6,0.166719168,2
miserable,2,0.080701604,2
mixed,2,0.389519184,2
mournful,1,0.119327102,2
nervous,198,0.23437063,2
obstinate,1,0.157522877,2
occupied,3,0.386745003,2
offended,1,0.141947109,2
overwhelmed,26,0.266740797,2
overworked,1,0.23451991,2
pain,6,0.24631542,2
pained,1,0.142853502,2
panic,2,0.142321502,2
pensive,6,0.389729397,2
perplexed,3,0.269032363,2
pissed,1,0.192021718,2
preoccupied,1,0.286892065,2
procrastinating,3,0.284811905,2
reflective,1,0.471060629,2
regret,3,0.222412191,2
regretful,3,0.216777295,2
reluctant,3,0.285958754,2
resigned,1,0.187808102,2
resistant,1,0.430701026,2
rested,3,0.472937209,2
restless,37,0.171013727,2
restraint,1,0.234975946,2
risky,2,0.173032028,2
rushed,14,0.360072781,2
sad,120,0.123790363,2
sadness,3,0.280329389,2
scared,19,0.123329647,2
scattered,1,0.219452344,2
self-conscious,2,0.252482488,2
self-effacing,1,0.469171221,2
self-loathing,1,0.086728889,2
shame,3,0.115991081,2
shocked,11,0.466285473,2
sick,2,0.095921271,2
silly,1,0.358644443,2
sleepiness,2,0.297793739,2
sleepy,81,0.377327835,2
sluggish,1,0.216766962,2
sneaky,1,0.342264066,2
sour,1,0.296154165,2
startled,9,0.41394186,2
starving,1,0.20903009,2
stress,11,0.188816562,2
stressed,265,0.173081188,2
stressful,1,0.173473979,2
stubborn,2,0.206173164,2
studious,16,0.499407507,2
sulky,2,0.377464336,2
suspense,1,0.469618663,2
suspenseful,1,0.421929146,2
tense,7,0.321377613,2
tensed,61,0.307211177,2
tentative,1,0.426792205,2
tired,524,0.25387319,2
tiredness,3,0.265384809,2
tiring,4,0.193907907,2
torn,1,0.29786115,2
unamused,1,0.267547213,2
uncertainty,1,0.196207607,2
uncomfortable,54,0.239829983,2
unconcerned,1,0.432792295,2
uncontent,1,0.261505578,2
uneasy,4,0.205619763,2
unfocused,5,0.325191587,2
unhappy,5,0.154471599,2
unintelligent,1,0.274093003,2
uninterested,1,0.255934685,2
unmotivated,3,0.239082416,2
unpleasant,1,0.123228316,2
unprepared,3,0.289154788,2
unsure,1,0.272556427,2
upset,13,0.085901434,2
waiting,1,0.356763028,2
weak,1,0.328660103,2
weakness,2,0.271320656,2
weary,2,0.210741693,2
winded,2,0.451979657,2
worn,98,0.265093721,2
worried,67,0.138972641,2
worry,3,0.169248257,2
